187.988	0.2	-1.55	-0.87	-0.98	1.12
187.989	0.22	-2.26	-0.37	-0.95	1.71
187.99	0.23	-3.13	0.22	-0.99	2.13
187.991	0.24	-4.14	0.86	-1.12	2.34
187.992	0.25	-5.26	1.48	-1.33	2.34
187.993	0.26	-6.45	2.03	-1.62	2.14
187.994	0.28	-7.66	2.47	-1.97	1.75
187.995	0.29	-8.84	2.75	-2.37	1.2
187.996	0.3	-9.94	2.85	-2.79	0.55
187.997	0.3	-10.93	2.75	-3.23	-0.18
187.998	0.31	-11.73	2.43	-3.66	-0.92
187.999	0.32	-12.32	1.92	-4.07	-1.63
188	0.32	-12.66	1.22	-4.43	-2.26
188.001	0.33	-12.76	0.39	-4.74	-2.78
188.002	0.33	-12.57	-0.54	-4.99	-3.17
188.003	0.34	-12.11	-1.53	-5.16	-3.41
188.004	0.34	-11.38	-2.51	-5.26	-3.49
188.005	0.34	-10.43	-3.44	-5.27	-3.43
188.006	0.35	-9.29	-4.28	-5.21	-3.25
188.007	0.35	-7.99	-5	-5.08	-2.97
188.008	0.35	-6.57	-5.57	-4.87	-2.62
188.009	0.35	-5.1	-5.96	-4.6	-2.24
188.01	0.36	-3.64	-6.2	-4.28	-1.86
188.011	0.36	-2.22	-6.27	-3.92	-1.52
188.012	0.36	-0.88	-6.21	-3.52	-1.23
188.013	0.36	0.34	-6.01	-3.09	-1
188.014	0.36	1.42	-5.72	-2.63	-0.86
188.015	0.36	2.35	-5.36	-2.17	-0.79
188.016	0.36	3.13	-4.95	-1.71	-0.79
188.017	0.36	3.77	-4.51	-1.25	-0.85
188.018	0.36	4.29	-4.04	-0.8	-0.94
188.019	0.36	4.72	-3.55	-0.37	-1.03
188.02	0.36	5.1	-3.05	0.03	-1.1
188.021	0.36	5.46	-2.53	0.41	-1.14
188.022	0.36	5.84	-1.96	0.75	-1.13
188.023	0.36	6.26	-1.35	1.06	-1.04
188.024	0.36	6.74	-0.66	1.32	-0.88
188.025	0.36	7.31	0.1	1.55	-0.65
188.026	0.36	7.97	0.94	1.73	-0.36
188.027	0.37	8.7	1.86	1.87	-0.01
188.028	0.37	9.48	2.85	1.97	0.37
188.029	0.37	10.27	3.88	2.02	0.75
188.03	0.37	11.03	4.93	2.05	1.13
188.031	0.37	11.73	5.97	2.04	1.46
188.032	0.37	12.31	6.95	2.02	1.74
188.033	0.37	12.72	7.82	1.98	1.95
188.034	0.37	12.9	8.53	1.93	2.07
188.035	0.37	12.85	9.06	1.89	2.11
188.036	0.37	12.53	9.38	1.85	2.07
188.037	0.37	11.94	9.45	1.83	1.95
188.038	0.37	11.08	9.27	1.83	1.78
188.039	0.37	9.98	8.84	1.85	1.57
188.04	0.37	8.67	8.18	1.9	1.33
188.041	0.37	7.23	7.33	1.98	1.1
188.042	0.37	5.69	6.33	2.08	0.88
188.043	0.37	4.12	5.22	2.21	0.71
188.044	0.37	2.61	4.06	2.34	0.6
188.045	0.37	1.22	2.92	2.49	0.55
188.046	0.37	0	1.85	2.62	0.58
188.047	0.37	-0.99	0.9	2.74	0.68
188.048	0.37	-1.75	0.1	2.83	0.86
188.049	0.38	-2.23	-0.51	2.88	1.1
188.05	0.38	-2.44	-0.91	2.87	1.39
188.051	0.38	-2.4	-1.11	2.81	1.73
188.052	0.38	-2.15	-1.12	2.68	2.09
188.053	0.38	-1.76	-0.98	2.47	2.45
188.054	0.38	-1.27	-0.7	2.2	2.79
188.055	0.38	-0.74	-0.34	1.86	3.12
188.056	0.38	-0.26	0.06	1.46	3.4
188.057	0.38	0.12	0.45	1.02	3.63
188.058	0.38	0.31	0.78	0.55	3.78
188.059	0.38	0.3	1.03	0.06	3.86
188.06	0.38	0.04	1.16	-0.42	3.84
188.061	0.38	-0.48	1.16	-0.87	3.74
188.062	0.38	-1.28	1.02	-1.28	3.54
188.063	0.37	-2.32	0.73	-1.64	3.22
188.064	0.37	-3.57	0.32	-1.93	2.8
188.065	0.37	-4.99	-0.19	-2.13	2.28
188.066	0.37	-6.52	-0.77	-2.25	1.66
188.067	0.37	-8.1	-1.4	-2.29	0.94
188.068	0.37	-9.66	-2.06	-2.26	0.13
188.069	0.37	-11.13	-2.71	-2.15	-0.76
188.07	0.37	-12.46	-3.32	-2	-1.71
188.071	0.37	-13.6	-3.89	-1.81	-2.7
188.072	0.37	-14.52	-4.41	-1.61	-3.73
188.073	0.37	-15.18	-4.87	-1.41	-4.75
188.074	0.37	-15.57	-5.28	-1.23	-5.76
188.075	0.37	-15.7	-5.65	-1.1	-6.72
188.076	0.37	-15.58	-5.98	-1.01	-7.61
188.077	0.37	-15.24	-6.31	-0.99	-8.41
188.078	0.37	-14.68	-6.63	-1.04	-9.09
188.079	0.37	-13.96	-6.96	-1.15	-9.63
188.08	0.37	-13.11	-7.3	-1.32	-10.03
188.081	0.37	-12.19	-7.65	-1.54	-10.28
188.082	0.38	-11.21	-8.02	-1.79	-10.37
188.083	0.38	-10.2	-8.37	-2.07	-10.3
188.084	0.38	-9.19	-8.7	-2.35	-10.07
188.085	0.38	-8.21	-9	-2.62	-9.71
188.086	0.38	-7.27	-9.24	-2.86	-9.24
188.087	0.38	-6.37	-9.4	-3.05	-8.67
188.088	0.38	-5.49	-9.46	-3.18	-8.03
188.089	0.38	-4.66	-9.4	-3.25	-7.34
188.09	0.39	-3.86	-9.22	-3.25	-6.63
188.091	0.39	-3.09	-8.93	-3.19	-5.94
188.092	0.39	-2.34	-8.53	-3.05	-5.27
188.093	0.39	-1.58	-8.02	-2.83	-4.64
188.094	0.39	-0.83	-7.43	-2.56	-4.07
188.095	0.39	-0.09	-6.78	-2.23	-3.58
188.096	0.39	0.66	-6.11	-1.85	-3.16
188.097	0.39	1.41	-5.43	-1.43	-2.81
188.098	0.39	2.17	-4.75	-0.97	-2.51
188.099	0.39	2.9	-4.11	-0.47	-2.28
188.1	0.39	3.63	-3.52	0.05	-2.08
188.101	0.39	4.34	-2.98	0.6	-1.9
188.102	0.39	5.05	-2.49	1.17	-1.73
188.103	0.39	5.74	-2.02	1.76	-1.52
188.104	0.39	6.4	-1.59	2.35	-1.27
188.105	0.39	7.05	-1.16	2.95	-0.97
188.106	0.39	7.69	-0.7	3.54	-0.59
188.107	0.39	8.32	-0.21	4.11	-0.13
188.108	0.39	8.94	0.35	4.65	0.44
188.109	0.39	9.55	0.97	5.14	1.1
188.11	0.39	10.15	1.67	5.56	1.85
188.111	0.39	10.75	2.45	5.9	2.69
188.112	0.39	11.34	3.3	6.15	3.59
188.113	0.39	11.89	4.19	6.29	4.55
188.114	0.39	12.41	5.1	6.3	5.53
188.115	0.39	12.87	5.98	6.19	6.5
188.116	0.39	13.27	6.82	5.96	7.44
188.117	0.39	13.59	7.58	5.63	8.33
188.118	0.39	13.8	8.2	5.2	9.12
188.119	0.39	13.89	8.66	4.7	9.78
188.12	0.39	13.84	8.93	4.15	10.3
188.121	0.39	13.66	9.01	3.58	10.66
188.122	0.39	13.33	8.9	3.03	10.85
188.123	0.4	12.85	8.58	2.53	10.87
188.124	0.4	12.22	8.08	2.1	10.7
188.125	0.4	11.47	7.42	1.78	10.37
188.126	0.4	10.61	6.66	1.57	9.91
188.127	0.4	9.66	5.81	1.5	9.33
188.128	0.41	8.65	4.93	1.56	8.66
188.129	0.41	7.61	4.06	1.75	7.93
188.13	0.41	6.57	3.23	2.05	7.19
188.131	0.41	5.56	2.48	2.44	6.47
188.132	0.41	4.62	1.84	2.89	5.8
188.133	0.41	3.75	1.33	3.36	5.21
188.134	0.41	3	0.94	3.84	4.73
188.135	0.41	2.36	0.68	4.28	4.36
188.136	0.41	1.85	0.55	4.65	4.13
188.137	0.41	1.46	0.52	4.92	4.03
188.138	0.41	1.18	0.57	5.09	4.05
188.139	0.41	1.01	0.68	5.15	4.18
188.14	0.41	0.92	0.82	5.08	4.4
188.141	0.41	0.89	0.97	4.91	4.68
188.142	0.42	0.9	1.1	4.65	4.99
188.143	0.42	0.92	1.21	4.32	5.29
188.144	0.42	0.94	1.27	3.94	5.58
188.145	0.42	0.92	1.29	3.56	5.81
188.146	0.42	0.85	1.26	3.19	5.98
188.147	0.42	0.71	1.18	2.86	6.05
188.148	0.42	0.51	1.05	2.59	6.02
188.149	0.42	0.25	0.89	2.39	5.89
188.15	0.42	-0.07	0.7	2.28	5.68
188.151	0.42	-0.43	0.49	2.25	5.37
188.152	0.42	-0.83	0.26	2.28	5
188.153	0.42	-1.24	0.02	2.38	4.56
188.154	0.42	-1.63	-0.23	2.5	4.09
188.155	0.42	-1.99	-0.49	2.64	3.61
188.156	0.42	-2.28	-0.77	2.76	3.14
188.157	0.42	-2.5	-1.07	2.84	2.68
188.158	0.42	-2.64	-1.39	2.85	2.25
188.159	0.43	-2.68	-1.72	2.78	1.86
188.16	0.43	-2.61	-2.08	2.63	1.51
188.161	0.43	-2.45	-2.45	2.38	1.2
188.162	0.43	-2.21	-2.83	2.04	0.92
188.163	0.43	-1.9	-3.2	1.63	0.65
188.164	0.43	-1.54	-3.55	1.16	0.41
188.165	0.43	-1.16	-3.87	0.66	0.16
188.166	0.44	-0.78	-4.14	0.15	-0.1
188.167	0.44	-0.43	-4.34	-0.35	-0.39
188.168	0.44	-0.15	-4.46	-0.79	-0.72
188.169	0.44	0.06	-4.49	-1.17	-1.07
188.17	0.44	0.17	-4.43	-1.46	-1.46
188.171	0.44	0.17	-4.28	-1.65	-1.89
188.172	0.44	0.05	-4.05	-1.73	-2.36
188.173	0.45	-0.19	-3.76	-1.72	-2.84
188.174	0.45	-0.53	-3.41	-1.61	-3.32
188.175	0.45	-0.96	-3.04	-1.42	-3.79
188.176	0.45	-1.47	-2.68	-1.17	-4.24
188.177	0.45	-2.03	-2.35	-0.88	-4.66
188.178	0.45	-2.61	-2.07	-0.58	-5.03
188.179	0.45	-3.17	-1.87	-0.28	-5.32
188.18	0.45	-3.69	-1.76	-0.02	-5.55
188.181	0.45	-4.15	-1.75	0.19	-5.71
188.182	0.46	-4.52	-1.84	0.34	-5.79
188.183	0.46	-4.77	-2.03	0.41	-5.79
188.184	0.46	-4.9	-2.29	0.4	-5.72
188.185	0.46	-4.89	-2.61	0.31	-5.59
188.186	0.46	-4.76	-2.96	0.14	-5.42
188.187	0.46	-4.5	-3.31	-0.1	-5.2
188.188	0.47	-4.13	-3.63	-0.4	-4.95
188.189	0.47	-3.66	-3.9	-0.73	-4.68
188.19	0.47	-3.13	-4.08	-1.1	-4.4
188.191	0.47	-2.57	-4.16	-1.49	-4.13
188.192	0.48	-1.99	-4.13	-1.88	-3.87
188.193	0.48	-1.43	-3.98	-2.26	-3.61
188.194	0.48	-0.91	-3.73	-2.61	-3.37
188.195	0.48	-0.47	-3.38	-2.93	-3.14
188.196	0.49	-0.11	-2.95	-3.22	-2.93
188.197	0.49	0.13	-2.46	-3.45	-2.73
188.198	0.49	0.27	-1.94	-3.63	-2.53
188.199	0.49	0.29	-1.43	-3.75	-2.34
188.2	0.5	0.2	-0.93	-3.81	-2.14
188.201	0.5	0	-0.48	-3.81	-1.94
188.202	0.5	-0.27	-0.1	-3.75	-1.73
188.203	0.5	-0.61	0.21	-3.61	-1.52
188.204	0.5	-0.98	0.44	-3.41	-1.3
188.205	0.51	-1.37	0.59	-3.15	-1.07
188.206	0.51	-1.74	0.67	-2.83	-0.85
188.207	0.51	-2.06	0.69	-2.46	-0.63
188.208	0.51	-2.32	0.67	-2.04	-0.42
188.209	0.51	-2.5	0.61	-1.6	-0.23
188.21	0.52	-2.57	0.54	-1.13	-0.06
188.211	0.52	-2.54	0.47	-0.66	0.09
188.212	0.52	-2.4	0.41	-0.21	0.21
188.213	0.52	-2.15	0.36	0.23	0.3
188.214	0.53	-1.8	0.34	0.62	0.37
188.215	0.53	-1.36	0.33	0.96	0.41
188.216	0.53	-0.87	0.34	1.24	0.43
188.217	0.53	-0.33	0.35	1.44	0.45
188.218	0.53	0.22	0.37	1.57	0.46
188.219	0.54	0.76	0.37	1.62	0.48
188.22	0.54	1.27	0.36	1.59	0.51
188.221	0.54	1.72	0.33	1.51	0.57
188.222	0.54	2.09	0.29	1.37	0.65
188.223	0.54	2.38	0.24	1.19	0.77
188.224	0.54	2.56	0.19	0.99	0.92
188.225	0.54	2.63	0.15	0.78	1.09
188.226	0.54	2.61	0.13	0.57	1.3
188.227	0.54	2.49	0.16	0.39	1.52
188.228	0.54	2.28	0.24	0.25	1.74
188.229	0.54	2	0.39	0.15	1.96
188.23	0.54	1.67	0.62	0.1	2.15
188.231	0.54	1.31	0.92	0.1	2.31
188.232	0.53	0.94	1.3	0.15	2.43
188.233	0.53	0.58	1.73	0.25	2.48
188.234	0.53	0.24	2.21	0.39	2.48
188.235	0.53	-0.06	2.71	0.56	2.41
188.236	0.54	-0.31	3.19	0.74	2.28
188.237	0.54	-0.5	3.64	0.94	2.09
188.238	0.54	-0.63	4	1.13	1.86
188.239	0.54	-0.72	4.25	1.3	1.6
188.24	0.54	-0.75	4.38	1.45	1.33
188.241	0.54	-0.74	4.36	1.58	1.06
188.242	0.54	-0.7	4.17	1.67	0.82
188.243	0.55	-0.66	3.82	1.72	0.62
188.244	0.55	-0.61	3.31	1.72	0.47
188.245	0.55	-0.57	2.67	1.69	0.39
188.246	0.55	-0.56	1.91	1.62	0.37
188.247	0.55	-0.59	1.08	1.5	0.42
188.248	0.55	-0.66	0.19	1.35	0.51
188.249	0.54	-0.76	-0.69	1.16	0.65
188.25	0.54	-0.92	-1.55	0.94	0.8
188.251	0.54	-1.11	-2.34	0.69	0.95
188.252	0.54	-1.34	-3.03	0.43	1.08
188.253	0.54	-1.59	-3.6	0.14	1.15
188.254	0.53	-1.85	-4.03	-0.14	1.15
188.255	0.53	-2.12	-4.31	-0.43	1.06
188.256	0.53	-2.37	-4.47	-0.71	0.87
188.257	0.53	-2.6	-4.49	-0.96	0.57
188.258	0.53	-2.81	-4.39	-1.18	0.16
188.259	0.52	-2.98	-4.2	-1.36	-0.33
188.26	0.52	-3.11	-3.95	-1.48	-0.91
188.261	0.52	-3.2	-3.65	-1.55	-1.53
188.262	0.52	-3.25	-3.33	-1.54	-2.17
188.263	0.52	-3.27	-3	-1.47	-2.8
188.264	0.52	-3.27	-2.69	-1.32	-3.38
188.265	0.51	-3.24	-2.41	-1.11	-3.87
188.266	0.51	-3.22	-2.17	-0.85	-4.26
188.267	0.51	-3.2	-1.96	-0.54	-4.51
188.268	0.5	-3.19	-1.79	-0.21	-4.6
188.269	0.5	-3.21	-1.64	0.14	-4.53
188.27	0.5	-3.25	-1.52	0.48	-4.31
188.271	0.49	-3.33	-1.42	0.79	-3.94
188.272	0.48	-3.44	-1.33	1.06	-3.43
188.273	0.48	-3.57	-1.24	1.26	-2.82
188.274	0.47	-3.72	-1.15	1.4	-2.14
188.275	0.47	-3.88	-1.07	1.45	-1.41
188.276	0.46	-4.04	-0.99	1.43	-0.68
188.277	0.46	-4.19	-0.91	1.33	0.02
188.278	0.45	-4.32	-0.84	1.16	0.66
188.279	0.45	-4.4	-0.78	0.94	1.23
188.28	0.44	-4.44	-0.72	0.68	1.69
188.281	0.44	-4.44	-0.67	0.4	2.03
188.282	0.43	-4.37	-0.63	0.12	2.26
188.283	0.43	-4.26	-0.56	-0.14	2.38
188.284	0.42	-4.09	-0.49	-0.38	2.39
188.285	0.42	-3.88	-0.37	-0.58	2.3
188.286	0.42	-3.64	-0.21	-0.73	2.14
188.287	0.41	-3.39	0.02	-0.83	1.92
188.288	0.41	-3.13	0.34	-0.88	1.67
188.289	0.41	-2.89	0.74	-0.9	1.39
188.29	0.4	-2.68	1.24	-0.89	1.11
188.291	0.4	-2.51	1.84	-0.86	0.83
188.292	0.39	-2.39	2.52	-0.83	0.58
188.293	0.39	-2.32	3.26	-0.81	0.36
188.294	0.38	-2.3	4.05	-0.8	0.15
188.295	0.38	-2.33	4.84	-0.82	-0.02
188.296	0.38	-2.39	5.61	-0.87	-0.18
188.297	0.37	-2.47	6.31	-0.94	-0.3
188.298	0.37	-2.55	6.91	-1.03	-0.41
188.299	0.36	-2.62	7.37	-1.12	-0.49
188.3	0.36	-2.65	7.65	-1.21	-0.56
188.301	0.35	-2.63	7.74	-1.27	-0.61
188.302	0.35	-2.55	7.63	-1.3	-0.64
188.303	0.35	-2.4	7.32	-1.29	-0.63
188.304	0.34	-2.18	6.82	-1.22	-0.59
188.305	0.34	-1.9	6.16	-1.09	-0.51
188.306	0.34	-1.58	5.39	-0.9	-0.39
188.307	0.33	-1.23	4.55	-0.65	-0.22
188.308	0.33	-0.89	3.69	-0.37	0.01
188.309	0.33	-0.58	2.87	-0.06	0.28
188.31	0.33	-0.33	2.15	0.26	0.6
188.311	0.33	-0.19	1.57	0.56	0.96
188.312	0.32	-0.17	1.18	0.82	1.34
188.313	0.32	-0.28	1	1.04	1.73
188.314	0.32	-0.56	1.05	1.19	2.12
188.315	0.32	-0.99	1.32	1.26	2.48
188.316	0.32	-1.58	1.8	1.25	2.81
188.317	0.32	-2.29	2.46	1.17	3.08
188.318	0.32	-3.09	3.25	1.02	3.28
188.319	0.31	-3.93	4.11	0.83	3.4
188.32	0.31	-4.77	4.99	0.6	3.42
188.321	0.31	-5.54	5.82	0.36	3.36
188.322	0.31	-6.19	6.54	0.14	3.21
188.323	0.31	-6.66	7.09	-0.06	2.97
188.324	0.31	-6.9	7.42	-0.21	2.65
188.325	0.31	-6.86	7.51	-0.3	2.27
188.326	0.31	-6.52	7.33	-0.32	1.86
188.327	0.3	-5.88	6.88	-0.29	1.41
188.328	0.3	-4.93	6.17	-0.2	0.96
188.329	0.3	-3.7	5.23	-0.09	0.51
188.33	0.3	-2.24	4.11	0.05	0.09
188.331	0.3	-0.58	2.84	0.18	-0.3
188.332	0.3	1.19	1.5	0.27	-0.63
188.333	0.3	2.97	0.14	0.31	-0.91
188.334	0.3	4.71	-1.17	0.28	-1.12
188.335	0.3	6.31	-2.38	0.17	-1.27
188.336	0.3	7.71	-3.44	-0.04	-1.36
188.337	0.3	8.82	-4.3	-0.33	-1.4
188.338	0.3	9.56	-4.94	-0.71	-1.39
188.339	0.3	9.92	-5.33	-1.15	-1.34
188.34	0.3	9.86	-5.47	-1.63	-1.26
188.341	0.3	9.39	-5.38	-2.13	-1.16
188.342	0.3	8.52	-5.06	-2.61	-1.06
188.343	0.3	7.25	-4.55	-3.06	-0.97
188.344	0.29	5.66	-3.87	-3.45	-0.89
188.345	0.29	3.79	-3.08	-3.75	-0.84
188.346	0.29	1.73	-2.23	-3.96	-0.83
188.347	0.29	-0.46	-1.35	-4.07	-0.86
188.348	0.29	-2.71	-0.5	-4.09	-0.95
188.349	0.29	-4.94	0.29	-4.02	-1.09
188.35	0.29	-7.09	0.98	-3.88	-1.29
188.351	0.28	-9.09	1.53	-3.7	-1.54
188.352	0.28	-10.91	1.92	-3.49	-1.86
188.353	0.28	-12.49	2.12	-3.27	-2.22
188.354	0.28	-13.83	2.13	-3.08	-2.63
188.355	0.28	-14.9	1.94	-2.92	-3.08
188.356	0.29	-15.73	1.57	-2.82	-3.55
188.357	0.29	-16.31	1.01	-2.77	-4.03
188.358	0.29	-16.64	0.29	-2.77	-4.5
188.359	0.29	-16.76	-0.56	-2.82	-4.96
188.36	0.29	-16.7	-1.53	-2.9	-5.38
188.361	0.29	-16.49	-2.57	-3	-5.75
188.362	0.29	-16.15	-3.66	-3.09	-6.05
188.363	0.3	-15.71	-4.74	-3.16	-6.28
188.364	0.3	-15.16	-5.79	-3.19	-6.41
188.365	0.3	-14.55	-6.76	-3.16	-6.45
188.366	0.3	-13.9	-7.62	-3.07	-6.4
188.367	0.3	-13.22	-8.35	-2.93	-6.26
188.368	0.3	-12.5	-8.89	-2.73	-6.01
188.369	0.3	-11.75	-9.24	-2.48	-5.69
188.37	0.3	-10.99	-9.39	-2.21	-5.28
188.371	0.3	-10.21	-9.32	-1.94	-4.82
188.372	0.3	-9.43	-9.05	-1.69	-4.32
188.373	0.3	-8.63	-8.55	-1.47	-3.79
188.374	0.3	-7.83	-7.87	-1.31	-3.24
188.375	0.3	-7.01	-7.01	-1.21	-2.69
188.376	0.3	-6.2	-6.02	-1.18	-2.16
188.377	0.3	-5.39	-4.92	-1.22	-1.66
188.378	0.31	-4.57	-3.74	-1.3	-1.2
188.379	0.31	-3.76	-2.51	-1.42	-0.78
188.38	0.31	-2.96	-1.27	-1.53	-0.42
188.381	0.31	-2.16	-0.06	-1.62	-0.11
188.382	0.31	-1.38	1.1	-1.65	0.15
188.383	0.31	-0.6	2.19	-1.59	0.35
188.384	0.31	0.14	3.18	-1.41	0.49
188.385	0.31	0.85	4.06	-1.1	0.59
188.386	0.31	1.53	4.82	-0.64	0.65
188.387	0.3	2.17	5.45	-0.04	0.66
188.388	0.3	2.75	5.96	0.7	0.65
188.389	0.3	3.24	6.33	1.53	0.59
188.39	0.3	3.64	6.59	2.44	0.5
188.391	0.3	3.95	6.73	3.37	0.4
188.392	0.3	4.15	6.77	4.28	0.27
188.393	0.3	4.23	6.71	5.12	0.13
188.394	0.3	4.16	6.54	5.84	-0.02
188.395	0.3	3.96	6.3	6.38	-0.18
188.396	0.3	3.64	5.99	6.73	-0.34
188.397	0.3	3.2	5.63	6.86	-0.49
188.398	0.3	2.65	5.21	6.75	-0.63
188.399	0.3	2.02	4.75	6.41	-0.75
188.4	0.3	1.34	4.27	5.85	-0.83
188.401	0.3	0.64	3.78	5.11	-0.89
188.402	0.3	-0.04	3.3	4.22	-0.9
188.403	0.3	-0.67	2.85	3.25	-0.87
188.404	0.3	-1.22	2.44	2.23	-0.79
188.405	0.3	-1.64	2.08	1.23	-0.67
188.406	0.3	-1.93	1.78	0.3	-0.51
188.407	0.3	-2.05	1.58	-0.51	-0.32
188.408	0.3	-2	1.46	-1.15	-0.1
188.409	0.3	-1.78	1.43	-1.6	0.13
188.41	0.31	-1.41	1.49	-1.85	0.36
188.411	0.31	-0.91	1.63	-1.89	0.57
188.412	0.31	-0.31	1.85	-1.72	0.77
188.413	0.31	0.36	2.13	-1.37	0.93
188.414	0.31	1.05	2.45	-0.86	1.04
188.415	0.31	1.72	2.8	-0.23	1.1
188.416	0.31	2.32	3.15	0.47	1.11
188.417	0.31	2.82	3.48	1.22	1.07
188.418	0.31	3.19	3.78	1.97	0.97
188.419	0.31	3.41	4.04	2.68	0.84
188.42	0.32	3.46	4.25	3.32	0.67
188.421	0.32	3.36	4.41	3.88	0.49
188.422	0.32	3.11	4.51	4.32	0.31
188.423	0.31	2.74	4.56	4.66	0.16
188.424	0.31	2.28	4.56	4.88	0.04
188.425	0.31	1.78	4.54	5	-0.03
188.426	0.31	1.28	4.51	5.02	-0.04
188.427	0.31	0.83	4.47	4.96	0.04
188.428	0.31	0.47	4.42	4.84	0.19
188.429	0.31	0.24	4.39	4.67	0.42
188.43	0.31	0.16	4.37	4.47	0.73
188.431	0.31	0.25	4.36	4.26	1.11
188.432	0.31	0.53	4.35	4.04	1.54
188.433	0.31	0.97	4.33	3.82	2.01
188.434	0.31	1.57	4.28	3.61	2.49
188.435	0.31	2.27	4.19	3.41	2.96
188.436	0.31	3.06	4.05	3.22	3.41
188.437	0.31	3.87	3.83	3.03	3.81
188.438	0.31	4.66	3.53	2.85	4.14
188.439	0.31	5.38	3.15	2.67	4.38
188.44	0.31	5.97	2.68	2.49	4.53
188.441	0.31	6.41	2.14	2.31	4.58
188.442	0.32	6.66	1.55	2.13	4.53
188.443	0.32	6.7	0.93	1.96	4.38
188.444	0.32	6.53	0.31	1.8	4.14
188.445	0.32	6.16	-0.28	1.65	3.84
188.446	0.32	5.62	-0.8	1.52	3.48
188.447	0.32	4.93	-1.21	1.42	3.1
188.448	0.32	4.15	-1.51	1.34	2.7
188.449	0.32	3.32	-1.64	1.31	2.31
188.45	0.32	2.49	-1.62	1.32	1.96
188.451	0.32	1.71	-1.43	1.36	1.66
188.452	0.32	1.04	-1.08	1.43	1.42
188.453	0.32	0.51	-0.6	1.54	1.25
188.454	0.32	0.16	-0.01	1.68	1.16
188.455	0.32	-0.01	0.65	1.83	1.14
188.456	0.32	0.02	1.33	2	1.18
